PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13076633,NF_08052022000075443,EMERGENCY,HUAWEI,HFEFA,Location_update_system_failure(Hss_hu),70,"IsGreaterThan 0    ",HLR,08-May-2022 07:00:00,"May 8, 2022 8:49 AM",BO_CORE,2831.86,INPROGRESS,,,NONE_R,NONE_P,10,"Aug 10, 2022 1:29 AM",Acknowledge,1.03,,Daily_Weekly
13076634,NF_08052022000075445,EMERGENCY,HUAWEI,HFMDA,Location_update_system_failure(Hss_hu),84,"IsGreaterThan 0    ",HLR,08-May-2022 07:00:00,"May 8, 2022 8:49 AM",BO_CORE,2831.86,INPROGRESS,,,NONE_R,NONE_P,10,"Aug 10, 2022 1:29 AM",Acknowledge,1.03,,Daily_Weekly
13079699,NF_08052022000081820,EMERGENCY,NOKIA,B5842N,SDCCH_Congestion_Rate(Nokia_BSC),12.078,"IsGreaterThanOrEqual 10    ","BSC ",08-May-2022 11:00:00,"May 8, 2022 2:27 PM",NAK_BO_RANN,2826.22,ASSIGNED,,,WEST_R,ILAAM_P,6,"Aug 7, 2022 7:23 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13092744,NF_10052022000008546,EMERGENCY,NOKIA,B5626N,SDCCH_Congestion_Rate(Nokia_BSC),10.694,"IsGreaterThanOrEqual 10    ","BSC ",10-May-2022 10:00:00,"May 10, 2022 12:27 PM",NAK_BO_RANN,2780.22,ASSIGNED,,,SOUTH_R,KHUZESTAN_P,16,"Aug 21, 2022 2:46 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13097184,NF_11052022000017392,MAJOR,HUAWEI,B5763H | HZ1G1890B,SDCCH_Access_Success_Rate_New(Hu_Cell),30.508,"IsLessThanOrEqual 50    ",BTS,08-May-2022 00:00:00,"May 11, 2022 10:56 AM",CTO_FARAFAN_OPT,2352.92,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,HORMOZGAN_P,2,"Aug 6, 2022 2:21 AM",Confirmed,0.11,576.85,Daily_Weekly
13095984,NF_10052022000015104,MINOR,HUAWEI,"GSMDB | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",PDN_Connectivity_SR%_Per_PLMN,98.09,"IsLessThan 99 ",USN,10-May-2022 21:00:00,"May 10, 2022 11:15 PM",CTO_NAK_NOKIA_OPT,2769.42,INPROGRESS,,,NONE_R,NONE_P,132,"Sep 1, 2022 12:47 PM",VENDOR SUPPORT2,1.09,,Daily_Weekly
13101198,NF_11052022000023637,EMERGENCY,NOKIA,B5742N,TCH_Cong_Rate(Nokia_BSC),10.655,"IsGreaterThanOrEqual 10    ","BSC ",11-May-2022 18:00:00,"May 11, 2022 9:40 PM",NAK_BO_RANN,2747.01,ASSIGNED,,,SOUTH_R,KOHKILOOYE_P,9,"Aug 12, 2022 12:50 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13108543,NF_13052022000033881,MAJOR,HUAWEI,"ESMDA | NODENAME=USN, TAI GROUP NAME=43211EC66",ESM_failure_vs_Attach_Req_%,60.838,"IsGreaterThan 50    ",USN,12-May-2022 10:00:00,"May 13, 2022 9:53 AM",CTO_CORE_OPT_WG,2710.79,ASSIGNED,,,NONE_R,NONE_P,19,"Aug 27, 2022 3:42 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13109798,NF_13052022000035415,MAJOR,HUAWEI,"ESKZE | NODENAME=USN, TAI GROUP NAME=432117DFA",ESM_failure_vs_Attach_Req_%,57.991,"IsGreaterThan 50    ",USN,12-May-2022 15:00:00,"May 13, 2022 2:12 PM",CTO_CORE_OPT_WG,2706.47,ASSIGNED,,,NONE_R,NONE_P,16,"Aug 22, 2022 1:27 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13119973,NF_15052022000050725,MAJOR,NSN,R515N | KH2U0487,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),310742,"IsGreaterThan 40000    ",NODEB,12-May-2022 00:00:00,"May 15, 2022 2:27 AM",CTO_NAK_NOKIA_TRANS,2669.53,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,3,"Aug 30, 2022 2:29 AM",Confirmed,1,666,Daily_Weekly
13119979,NF_15052022000050680,MAJOR,NSN,R515N | KH2U0604,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),221442,"IsGreaterThan 40000    ",NODEB,12-May-2022 00:00:00,"May 15, 2022 2:28 AM",CTO_NAK_NOKIA_TRANS,2597.99,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,3,"Aug 30, 2022 2:29 AM",Confirmed,1.14,648.45,Daily_Weekly
13119984,NF_15052022000050688,MAJOR,NSN,R515N | KH2U0667,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),164164,"IsGreaterThan 40000    ",NODEB,12-May-2022 00:00:00,"May 15, 2022 2:28 AM",CTO_NAK_NOKIA_TRANS,2597.98,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,3,"Aug 30, 2022 2:29 AM",Confirmed,1.13,648.44,Daily_Weekly
13120011,NF_15052022000050735,MAJOR,NSN,R515N | KH2U1991,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),220362,"IsGreaterThan 40000    ",NODEB,12-May-2022 00:00:00,"May 15, 2022 2:31 AM",CTO_NAK_NOKIA_TRANS,2597.94,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,3,"Aug 30, 2022 2:29 AM",Confirmed,1.12,648.44,Daily_Weekly
13150955,NF_26052022000085589,EMERGENCY,NOKIA,B5731N,TCH_Cong_Rate(Nokia_BSC),11.676,"IsGreaterThanOrEqual 10    ","BSC ",25-May-2022 22:00:00,"May 26, 2022 12:52 AM",NAK_BO_RANN,2407.8,ASSIGNED,,,SOUTH_R,FARS_P,6,"Sep 1, 2022 2:19 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13157342,NF_28052022000096768,EMERGENCY,NOKIA,B5733N,SDCCH_Congestion_Rate(Nokia_BSC),10.069,"IsGreaterThanOrEqual 10    ","BSC ",28-May-2022 14:00:00,"May 28, 2022 4:48 PM",NAK_BO_RANN,2343.87,ASSIGNED,,,SOUTH_R,FARS_P,4,"Aug 3, 2022 1:41 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13150785,NF_25052022000085250,MAJOR,NOKIA,KM | KM2L0062C2,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),4.082,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,22-May-2022 00:00:00,"May 25, 2022 2:07 AM",CTO_NAK_NOKIA_OPT,2430.57,INPROGRESS,OTHER,,CENTRAL_R,KERMAN_P,2,"Aug 26, 2022 2:12 AM",INITIAL DIAGNOSIS,10.16,,Daily_Weekly
13166111,NF_30052022000010038,MAJOR,NOKIA,KH | KH3L0142D1,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),18.75,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,27-May-2022 00:00:00,"May 30, 2022 2:04 AM",CTO_NAK_NOKIA_OPT,2224.09,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,2,"Aug 26, 2022 2:11 AM",Confirmed,0.93,549,Daily_Weekly
13159435,NF_29052022000099934,MAJOR,VAS,TOTAL,USSD_Success_rate(total)(HS),90.81,"IsLessThan 97    ",USSD,28-May-2022 23:00:00,"May 29, 2022 3:03 AM",BO_SMS/RBT,2333.63,ASSIGNED,,,TEHRAN_R,TEHRAN_P,7,"Sep 1, 2022 2:26 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13150919,NF_25052022000085520,EMERGENCY,NOKIA,B5718N,TCH_Cong_Rate(Nokia_BSC),20.967,"IsGreaterThanOrEqual 10    ","BSC ",25-May-2022 13:00:00,"May 25, 2022 4:30 PM",NAK_BO_RANN,2416.17,ASSIGNED,,,SOUTH_R,FARS_P,2,"Aug 8, 2022 2:47 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13131774,NF_17052022000069884,MAJOR,HUAWEI,"MSURB | LABEL=3446, GCI=432110D76",2G_PSR_ATT_Huawei,85.727,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_HUAWEI_LAC,2603.65,CLOSED,RAN HW ISSUE,,WEST_R,AZARGHARBI_P,58369,"Aug 24, 2022 8:58 PM",Acknowledge,0.99,14.51,Daily_Weekly
13135047,NF_21052022000074699,EMERGENCY,NOKIA,B4231N,TCH_Cong_Rate(Nokia_BSC),12.062,"IsGreaterThanOrEqual 10    ","BSC ",20-May-2022 11:00:00,"May 21, 2022 2:26 PM",NAK_BO_RANN,2514.25,ASSIGNED,,,CENTRAL_R,SEMNAN_P,2,"Aug 8, 2022 2:47 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13133736,NF_21052022000072985,MAJOR,HUAWEI,ORUMIYEH_R442H | AG1967,VS.RscGroup.FlowCtrol.DL.DropNum(Huawei_NodeB),123482,"IsGreaterThan 50000    ",NODEB,16-May-2022 00:00:00,"May 21, 2022 1:40 PM",CTO_NAK_HUAWEI_TRANS,2515.01,INPROGRESS,LINK QUALITY(TRS),,WEST_R,AZARGHARBI_P,4,"Aug 14, 2022 2:38 AM",INITIAL DIAGNOSIS,3.66,,Daily_Weekly
13142665,NF_16082022000018423,MAJOR,,"MSKSA | LABEL=B7831H_1837, GCI=43211072D",2G_LUSR_ATT_Huawei,90.318,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,22-May-2022 08:00:00,"May 22, 2022 11:38 AM",CTO_HUAWEI_LAC,2085.98,CLOSED,OTHER OPTIMIZATION ACTIVITY,,WEST_R,KERMANSHAH_P,79,"Aug 15, 2022 5:43 PM",Confirmed,6.34,6.35,Daily_Weekly
13135576,NF_21052022000074999,EMERGENCY,NOKIA,B5742N,SDCCH_Congestion_Rate(Nokia_BSC),14.812,"IsGreaterThanOrEqual 10    ","BSC ",18-May-2022 11:00:00,"May 21, 2022 2:45 PM",NAK_BO_RANN,2513.93,ASSIGNED,,,SOUTH_R,KOHKILOOYE_P,10,"Aug 12, 2022 11:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13135583,NF_21052022000076228,EMERGENCY,NOKIA,B5510N,SDCCH_Congestion_Rate(Nokia_BSC),19.075,"IsGreaterThanOrEqual 10    ","BSC ",20-May-2022 18:00:00,"May 21, 2022 2:45 PM",NAK_BO_RANN,2513.93,ASSIGNED,,,NORTHEAST_R,KHORASNRAZAVI_P,6,"Aug 22, 2022 7:08 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13143954,NF_16082022000018305,MAJOR,,"MSKSA | LABEL=B7831H_B7832H_20831, GCI=43211515F",2G_PSR_ATT_Huawei,88.293,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,22-May-2022 11:00:00,"May 22, 2022 2:32 PM",CTO_HUAWEI_LAC,2083.08,CLOSED,OTHER OPTIMIZATION ACTIVITY,,WEST_R,KERMANSHAH_P,93,"Aug 16, 2022 4:42 AM",Confirmed,0.01,6.42,Daily_Weekly
13149719,NF_23052022000083549,EMERGENCY,HUAWEI,HFRHA,Location_update_system_failure(Hss_hu),1,"IsGreaterThan 0    ",HLR,23-May-2022 12:00:00,"May 23, 2022 2:05 PM",BO_CORE,2466.6,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 10, 2022 1:29 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13136739,NF_21052022000076704,EMERGENCY,ERICSSON,B069E,2G_Voice_Call_Drop_Rate_Old(Eric_BSC),16.667,"IsGreaterThanOrEqual 10    ","BSC ",20-May-2022 08:00:00,"May 21, 2022 3:32 PM",NAK_BO_RANE,2513.14,ASSIGNED,,,TEHRAN_R,TEHRAN_P,2,"Aug 7, 2022 12:04 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13150522,NF_24052022000084706,EMERGENCY,HUAWEI,RHDC1VSPS_SPS | LINK NAME=XSRHA-HIWEB-NEW-02,The_Rate_of_SCTP_Association_Retransmitted,8.561,"IsGreaterThanOrEqual 4    ",DRA,23-May-2022 22:00:00,"May 24, 2022 10:09 AM",BO_CORE,2446.52,ASSIGNED,,,NONE_R,NONE_P,16,"Aug 9, 2022 10:49 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13150523,NF_24052022000084708,EMERGENCY,HUAWEI,TZDC1VSPS_SPS | LINK NAME=XSTZA-HIWEB-NEW-02,The_Rate_of_SCTP_Association_Retransmitted,7.205,"IsGreaterThanOrEqual 4    ",DRA,23-May-2022 22:00:00,"May 24, 2022 10:10 AM",BO_CORE,2446.52,ASSIGNED,,,NONE_R,NONE_P,12,"Aug 9, 2022 10:49 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13130804,NF_17052022000069557,MAJOR,NOKIA,MSKRA | 7395,2G_PSR_ATT_Nokia,89.749,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 16:00:00,"May 17, 2022 7:33 PM",CTO_NAK_NOKIA_LAC,2605.13,INPROGRESS,,,CENTRAL_R,KERMAN_P,29158,"Aug 24, 2022 7:03 PM",Acknowledge,2.43,,Daily_Weekly
13131724,NF_17052022000069720,MAJOR,NOKIA,MSYJA | 30745,3G_PSR_ATT_Nokia,90.866,"IsLessThan 93  AND  IsGreaterThanOrEqual 88 ",MSS,17-May-2022 17:00:00,"May 17, 2022 8:54 PM",CTO_BRTEL_LAC,2603.78,CLOSED,ALARM MISSED,,SOUTH_R,KOHKILOOYE_P,58435,"Aug 12, 2022 12:39 PM",Acknowledge,0.83,2.98,Daily_Weekly
13131725,NF_17052022000069672,MAJOR,NOKIA,MSZHB | 60543,3G_PSR_ATT_Nokia,91.815,"IsLessThan 93  AND  IsGreaterThanOrEqual 88 ",MSS,17-May-2022 17:00:00,"May 17, 2022 8:54 PM",CTO_BRTEL_LAC,2603.78,CLOSED,ALARM MISSED,,NORTHEAST_R,SISTAN_P,58479,"Aug 24, 2022 8:56 PM",Acknowledge,0.83,2.96,Daily_Weekly
13131740,NF_17052022000069647,MAJOR,NOKIA,MSMDA | 20511,2G_PSR_ATT_Nokia,87.212,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 8:59 PM",CTO_NAK_NOKIA_LAC,2603.69,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29126,"Aug 11, 2022 8:14 PM",Acknowledge,1.02,,Daily_Weekly
13131741,NF_17052022000070149,MAJOR,NOKIA,MSMDA | 20512,2G_PSR_ATT_Nokia,81.756,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29117,"Aug 12, 2022 8:51 PM",Acknowledge,1.02,,Daily_Weekly
13131742,NF_17052022000069926,MAJOR,NOKIA,MSMDA | 20513,2G_PSR_ATT_Nokia,84.98,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29151,"Aug 11, 2022 8:14 PM",Acknowledge,1.69,,Daily_Weekly
13131743,NF_17052022000070050,MAJOR,NOKIA,MSMDA | 20515,2G_PSR_ATT_Nokia,85.879,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29148,"Aug 12, 2022 4:00 PM",Acknowledge,1.01,,Daily_Weekly
13131745,NF_17052022000070064,MAJOR,NOKIA,MSMDB | 20511,2G_PSR_ATT_Nokia,86.701,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,117985,"Aug 11, 2022 9:43 PM",Acknowledge,1.02,7.56,Daily_Weekly
13131747,NF_17052022000069651,MAJOR,NOKIA,MSMDB | 20512,2G_PSR_ATT_Nokia,82.159,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29164,"Aug 8, 2022 2:55 PM",Acknowledge,1.13,,Daily_Weekly
13131749,NF_17052022000069836,MAJOR,NOKIA,MSMDB | 20513,2G_PSR_ATT_Nokia,85.807,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.68,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,118017,"Aug 11, 2022 9:43 PM",Acknowledge,1.01,7.64,Daily_Weekly
13131752,NF_17052022000069841,MAJOR,NOKIA,MSMDB | 20515,2G_PSR_ATT_Nokia,86.371,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29176,"Aug 12, 2022 8:51 PM",Acknowledge,1.01,,Daily_Weekly
13131754,NF_17052022000070058,MAJOR,NOKIA,MSMDC | 20511,2G_PSR_ATT_Nokia,87.893,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29153,"Aug 11, 2022 9:43 PM",Acknowledge,1.13,,Daily_Weekly
13131757,NF_17052022000070094,MAJOR,NOKIA,MSMDC | 20512,2G_PSR_ATT_Nokia,83.177,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,58259,"Aug 8, 2022 2:55 PM",Acknowledge,1.28,,Daily_Weekly
13131758,NF_17052022000070071,MAJOR,NOKIA,MSMDC | 20513,2G_PSR_ATT_Nokia,85.828,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:00 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,58296,"Aug 9, 2022 8:56 PM",Acknowledge,1.7,,Daily_Weekly
13131760,NF_17052022000069685,MAJOR,NOKIA,MSMDC | 20515,2G_PSR_ATT_Nokia,85.456,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29170,"Aug 12, 2022 8:51 PM",Acknowledge,1.3,,Daily_Weekly
13131762,NF_17052022000069760,MAJOR,NOKIA,MSMDD | 20511,2G_PSR_ATT_Nokia,86.832,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_NOKIA_LAC,2603.67,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29141,"Aug 9, 2022 8:56 PM",Acknowledge,1.03,,Daily_Weekly
13131764,NF_17052022000070154,MAJOR,NOKIA,MSMDD | 20512,2G_PSR_ATT_Nokia,81.738,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_NOKIA_LAC,2603.66,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29151,"Aug 8, 2022 2:55 PM",Acknowledge,1.02,,Daily_Weekly
13131765,NF_17052022000070054,MAJOR,NOKIA,MSMDD | 20513,2G_PSR_ATT_Nokia,85.596,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_NOKIA_LAC,2603.66,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29134,"Aug 9, 2022 8:56 PM",Acknowledge,0.97,,Daily_Weekly
13131767,NF_17052022000070118,MAJOR,NOKIA,MSMDD | 20515,2G_PSR_ATT_Nokia,86.853,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_NAK_NOKIA_LAC,2603.66,INPROGRESS,,,NORTHEAST_R,KHORASNRAZAVI_P,29153,"Aug 12, 2022 8:51 PM",Acknowledge,1.05,,Daily_Weekly
13131771,NF_17052022000069874,MAJOR,HUAWEI,"MSAKB | LABEL=ARAKNATIONALROAMING, GCI=43211517E",2G_PSR_ATT_Huawei,89.114,"IsLessThan 90  AND  IsGreaterThanOrEqual 80 ",MSS,17-May-2022 17:00:00,"May 17, 2022 9:01 PM",CTO_BRTEL_LAC,2603.66,CLOSED,ALARM MISSED,,WEST_R,MARKAZI_P,58452,"Aug 9, 2022 1:29 PM",Acknowledge,0.83,2.99,Daily_Weekly
13213937,NF_08062022000085289,EMERGENCY,NOKIA,B5351N,TCH_Cong_Rate(Nokia_BSC),11.644,"IsGreaterThanOrEqual 10    ","BSC ",08-Jun-2022 09:00:00,"Jun 8, 2022 12:40 PM",NAK_BO_RANN,2084.01,ASSIGNED,,,CENTRAL_R,YAZD_P,3,"Aug 8, 2022 2:47 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250093,NF_13062022000038214,MAJOR,HUAWEI,"MSHNA | LABEL=LAC5851, GCI=4321116DB",2G_LUSR_ATT_Huawei,80.56,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,13-Jun-2022 07:00:00,"Jun 13, 2022 11:04 AM",CTO_FARAFAN_LAC,1730.22,CLOSED,OTHERS-UNKNOWN ISSUE,,WEST_R,HAMEDAN_P,7,"Aug 20, 2022 12:26 AM",Confirmed,0.04,434.18,Daily_Weekly
13250894,NF_13062022000039432,EMERGENCY,HUAWEI,"ESEFA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,73.432,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,1964.23,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 24, 2022 9:05 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250895,NF_13062022000039434,EMERGENCY,HUAWEI,"ESEFB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,72.058,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,1964.23,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 24, 2022 9:05 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250896,NF_13062022000039436,EMERGENCY,HUAWEI,"ESRHA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,75.446,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,1964.22,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250897,NF_13062022000039438,EMERGENCY,HUAWEI,"ESRHB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,74.881,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,1964.22,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251642,NF_13062022000040608,EMERGENCY,HUAWEI,"ESEFB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Gb_Mode_PDP_act_SR%_Per_PLMN,78.715,"IsLessThan 80    ",USN,13-Jun-2022 12:00:00,"Jun 13, 2022 1:55 PM",BO_GPRS,1962.75,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 24, 2022 8:53 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251645,NF_13062022000040609,EMERGENCY,HUAWEI,"ESMDA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,68.838,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,1962.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 24, 2022 9:05 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251647,NF_13062022000040612,EMERGENCY,HUAWEI,"GSRHA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,60.884,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,1962.75,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251650,NF_13062022000040613,EMERGENCY,HUAWEI,"GSRHB | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,60.046,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,1962.75,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 30, 2022 2:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13189429,NF_06062022000046021,EMERGENCY,ERICSSON,B028E,SDCCH_Congestion_Rate(Eric_BSC),22.894,"IsGreaterThanOrEqual 10    ","BSC ",04-Jun-2022 10:00:00,"Jun 6, 2022 7:37 AM",NAK_BO_RANE,2137.06,ASSIGNED,,,TEHRAN_R,TEHRAN_P,3,"Aug 13, 2022 7:03 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
