PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13719539,NF_17082022000029876,MAJOR,HUAWEI,QAZVIN_R282H | QN2U0372A,AVERAGE_HSDPA_USER_THROUGHPUT_DC+SC(Mbit/s)(SECTOR_HUAWEI),0.193,"IsLessThanOrEqual 0.5  AND  IsGreaterThanOrEqual 0 ",NODEB,14-Aug-2022 00:00:00,"Aug 17, 2022 2:22 AM",CTO_FARAFAN_OPT,414.31,INPROGRESS,OTHERS-UNKNOWN ISSUE,,CENTRAL_R,QAZVIN_P,1,"Aug 17, 2022 2:22 AM",INITIAL DIAGNOSIS,3.72,,Daily_Weekly
13719540,NF_17082022000029878,MAJOR,NSN,B038N | TH7G6725A_308,2G_Voice_Call_Drop_Rate(Nokia_SEG),24.82,"IsLessThanOrEqual 100 ",BTS,14-Aug-2022 00:00:00,"Aug 17, 2022 2:22 AM",CTO_NAK_TEHRAN_OPT,80.25,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 17, 2022 2:22 AM",Confirmed,2.57,11.54,Daily_Weekly
13719541,NF_17082022000029880,MAJOR,NSN,B5724N | FS1G0583B_578,2G_Voice_Call_Drop_Rate(Nokia_SEG),27.879,"IsLessThanOrEqual 100 ",BTS,14-Aug-2022 00:00:00,"Aug 17, 2022 2:22 AM",CTO_BRTEL_OPT,105.56,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 17, 2022 2:22 AM",Confirmed,1.79,21.89,Daily_Weekly
13719542,NF_17082022000029882,MAJOR,NSN,B5518N | KH1G0169B_933,2G_Voice_Call_Drop_Rate(Nokia_SEG),21.549,"IsLessThanOrEqual 100 ",BTS,14-Aug-2022 00:00:00,"Aug 17, 2022 2:22 AM",CTO_NAK_NOKIA_OPT,79.09,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,1,"Aug 17, 2022 2:22 AM",Confirmed,2.57,10.47,Daily_Weekly
13719543,NF_17082022000029884,MAJOR,NSN,B5518N | KH1G0169C_934,2G_Voice_Call_Drop_Rate(Nokia_SEG),22.554,"IsLessThanOrEqual 100 ",BTS,14-Aug-2022 00:00:00,"Aug 17, 2022 2:22 AM",CTO_NAK_NOKIA_OPT,414.3,INPROGRESS,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,1,"Aug 17, 2022 2:22 AM",INITIAL DIAGNOSIS,2.56,,Daily_Weekly
13719544,NF_17082022000029886,MAJOR,NSN,B038N | TH7G6323B_337,2G_Voice_Call_Drop_Rate(Nokia_SEG),20.048,"IsLessThanOrEqual 100 ",BTS,14-Aug-2022 00:00:00,"Aug 17, 2022 2:23 AM",CTO_NAK_TEHRAN_OPT,81.51,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 17, 2022 2:23 AM",Confirmed,2.56,12.89,Daily_Weekly
13710527,NF_16082022000013310,MAJOR,NSN,YZ | YZ2L0498A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:20 AM",NAK_FO_RAN,437.34,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:20 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710537,NF_16082022000013330,MAJOR,NSN,YZ | YZ3L0101D1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:26 AM",NAK_FO_RAN,437.25,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:26 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710557,NF_16082022000013371,MAJOR,NSN,CH | CH1L0399A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:31 AM",NAK_FO_RAN,437.16,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:31 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710603,NF_16082022000013452,MAJOR,,FS | FS1L0239B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:37 AM",NAK_FO_RAN,437.07,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710617,NF_16082022000013473,MAJOR,NSN,FS | FS2L0613A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:42 AM",NAK_FO_RAN,436.98,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:42 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710629,NF_16082022000013498,MAJOR,NSN,KH | KH1L0422A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:47 AM",NAK_FO_RAN,436.89,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 19, 2022 6:44 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710645,NF_16082022000013532,MAJOR,NSN,SB | SB2L0414C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:53 AM",NAK_FO_RAN,436.8,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 19, 2022 6:55 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710654,NF_16082022000013551,MAJOR,NSN,YZ | YZ1L0054C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 3:58 AM",NAK_FO_RAN,436.71,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 3:58 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710672,NF_16082022000013592,MAJOR,NSN,YZ | YZ1L0367B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:04 AM",NAK_FO_RAN,436.62,ASSIGNED,,,NONE_R,NONE_P,5,"Aug 19, 2022 6:49 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710677,NF_16082022000013602,MAJOR,NSN,YZ | YZ2L0073B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:09 AM",NAK_FO_RAN,436.53,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 4:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710693,NF_16082022000013634,MAJOR,NSN,YZ | YZ2L0240A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:14 AM",NAK_FO_RAN,436.44,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 4:14 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710701,NF_16082022000013651,MAJOR,NSN,YZ | YZ2L0441A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:20 AM",NAK_FO_RAN,436.35,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 4:20 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710713,NF_16082022000013676,MAJOR,NSN,YZ | YZ3L0092A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:25 AM",NAK_FO_RAN,436.26,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 4:25 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710726,NF_16082022000013703,MAJOR,ERICSSON,GN | GN1L0076B1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:30 AM",NAK_FO_RAN,436.17,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710727,NF_16082022000013705,MAJOR,ERICSSON,MA | MA2L0861B1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.17,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710728,NF_16082022000013707,MAJOR,ERICSSON,MA | MA2L0970C1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.17,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710729,NF_16082022000013709,MAJOR,ERICSSON,MA | MA3L0777B1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710730,NF_16082022000013711,MAJOR,ERICSSON,TH | TH3L2818C1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 18, 2022 2:15 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710731,NF_16082022000013713,MAJOR,ERICSSON,TH | THBL0252A1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710732,NF_16082022000013715,MAJOR,ERICSSON,TH | THBL0252A2,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710733,NF_16082022000013717,MAJOR,ERICSSON,TH | THBL0252C2,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710734,NF_16082022000013719,MAJOR,ERICSSON,TH | THBL0614C1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710735,NF_16082022000013721,MAJOR,ERICSSON,TH | THBL0631A2,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.16,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710737,NF_16082022000013726,MAJOR,ERICSSON,TH | THBL0631B2,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.15,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710738,NF_16082022000013728,MAJOR,ERICSSON,TH | THBL0631C2,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:31 AM",NAK_FO_RAN,436.15,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13710739,NF_16082022000013730,MAJOR,ERICSSON,TH | THBL1138B1,Cell_Availability_Rate_Include_Blocking(Cell_EricLTE_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,13-Aug-2022 00:00:00,"Aug 16, 2022 4:32 AM",NAK_FO_RAN,436.15,ASSIGNED,,,NONE_R,NONE_P,6,"Aug 19, 2022 7:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717272,NF_16082022000025295,MAJOR,NSN,KH | KH1L1414A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:53 PM",NAK_FO_RAN,421.79,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717273,NF_16082022000025296,MAJOR,NSN,KH | KH1L1414B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:53 PM",NAK_FO_RAN,421.79,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717274,NF_16082022000025298,MAJOR,NSN,KH | KH1L1414C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:53 PM",NAK_FO_RAN,421.79,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717275,NF_16082022000025299,MAJOR,NSN,KH | KH1L1435B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717276,NF_16082022000025300,MAJOR,NSN,KH | KH1L1437A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717277,NF_16082022000025301,MAJOR,NSN,KH | KH1L1437B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717278,NF_16082022000025303,MAJOR,NSN,KH | KH1L1438A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717279,NF_16082022000025304,MAJOR,NSN,KH | KH1L1438C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717280,NF_16082022000025305,MAJOR,NSN,KH | KH2L0049A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.78,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717281,NF_16082022000025306,MAJOR,NSN,KH | KH2L0049B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717282,NF_16082022000025308,MAJOR,NSN,KH | KH2L0049C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717283,NF_16082022000025309,MAJOR,NSN,KH | KH2L0840B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717284,NF_16082022000025311,MAJOR,NSN,KH | KH2L0901B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717285,NF_16082022000025312,MAJOR,NSN,KH | KH2L0995B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:54 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:37 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717286,NF_16082022000025320,MAJOR,NSN,KH | KH3L0855C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,3,"Aug 18, 2022 5:30 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717287,NF_16082022000025324,MAJOR,,KH | KH3L1330D1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.77,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 6:55 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717288,NF_16082022000025327,MAJOR,,KH | KH3L1338_144344459,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.76,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 6:55 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717290,NF_16082022000025361,MAJOR,NSN,KH | KH3L1414D1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.76,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717291,NF_16082022000025363,MAJOR,NSN,KM | KM1L0096A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.76,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717294,NF_16082022000025358,MAJOR,NSN,KM | KM1L0096B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.76,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717296,NF_16082022000025365,MAJOR,,KM | KM1L0108_31936565,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.76,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 16, 2022 6:55 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717298,NF_16082022000025366,MAJOR,NSN,KM | KM1L0627C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717301,NF_16082022000025368,MAJOR,NSN,KM | KM1L0657A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:55 PM",NAK_FO_RAN,421.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717303,NF_16082022000025370,MAJOR,NSN,KM | KM1L0657A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:56 PM",NAK_FO_RAN,421.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717306,NF_16082022000025373,MAJOR,NSN,KM | KM1L0657C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:56 PM",NAK_FO_RAN,421.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717308,NF_16082022000025375,MAJOR,NSN,KM | KM2L0176A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:56 PM",NAK_FO_RAN,421.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717859,NF_16082022000026470,MAJOR,NSN,SB | SB2L0414B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:36 PM",NAK_FO_RAN,421.08,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717860,NF_16082022000026472,MAJOR,NSN,SB | SB2L0414C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:36 PM",NAK_FO_RAN,421.08,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717861,NF_16082022000026474,MAJOR,NSN,SB | SB2L0951C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:36 PM",NAK_FO_RAN,421.08,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717862,NF_16082022000026476,MAJOR,NSN,SB | SB2L1720C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:36 PM",NAK_FO_RAN,421.08,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:03 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717863,NF_16082022000026478,MAJOR,NSN,SB | SB2L2382A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:36 PM",NAK_FO_RAN,421.07,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
